,full_date,Event,Location,Latitude,Longitude
1372,9/15/2023,Baisley Park Houses Resident Association Meeting,"164-01 Foch Boulevard, Apt 1G",40.6850103,-73.7822359
1373,9/18/2023,Community Board 7 Meeting,"1634 Clintonville St., Whitestone",40.7844669,-73.8093509
1374,9/19/2023,104th Precinct Community Council Meeting,"6116 68 Ave., Ridgewood",40.7053217,-73.8957016
1375,9/19/2023,Community Board 1 Meeting,Astoria World Manor,40.7709,-73.9223
1376,9/20/2023,Astoria Houses Resident Association,4-05 Astoria Boulevard,40.7732656,-73.9337288
1377,9/20/2023,Senior Appreciation Month Health Fair,Hillcrest Jewish Center 183-02 Union Turnpike in Fresh Meadows,40.7277029,-73.7851235
1378,9/22/2023,Baisley Park Houses Resident Association Meeting,"164-01 Foch Boulevard, Apt 1G",40.6850103,-73.7822359
1379,9/25/2023,Bangladesh Immigrant Day,LaGuardia Plaza Hotel NY,40.7670097,-73.8670435
1380,9/26/2023,114th Community Precinct Council Meeting,Astoria World Manor,40.7709,-73.9223
1381,9/27/2023,Northwest Bayside Civic Association Meeting,"OLBS Parish Center, 34 Ave And 203 St., Bayside",40.7602604,-73.7692026
1382,9/28/2023,Pomonok Houses Resident Association Meeting,Pomonok Community Center 67-09 Kissena Boulevard,40.7351206,-73.8141851
1383,9/30/2023,Metro Village Forest Hills Community Day,Metropolitan Avenue in Forest Hills,40.7091027,-73.8428142
1384,10/2/2023,Community Board 11 Monthly Meeting,"203-05 32 Ave., Bayside",40.7706146,-73.786298
1385,10/5/2023,111th Precinct Community Council Meeting,"4506 215 St., Bayside",40.7602441,-73.7677809
1386,10/5/2023,Federated Blocks Of Laurelton,Evangle Temple 227-11 Merrick Blvd,40.6770051,-73.7426073
1387,10/5/2023,Community Board 10 Meeting,Old Mill Yacht Club 163-16 Cross Bay Boulevard in Howard Beach,40.6519692,-73.8383806
1388,10/7/2023,Queens Royal Priesthood 5K and Resource Fair,O'Donohue Park Seagirt Boulevard and Beach 17th Street,40.59453,-73.7496766
1389,10/8/2023,CM Ung's Fall Festival,"Kissena Corridor Park, 45 Ave and Colden St., Flushing",40.7472926,-73.8205452
1390,10/10/2023,UNCA,SQPA- Roy Wilkins Park 177th and Baisley Blvd,40.6802714,-73.7751817
1391,10/11/2023,Community Board 8 Monthly Meeting,Hillcrest Jewish Center 183-02 Union Turnpike in Fresh Meadows,40.7277029,-73.7851235
1392,10/11/2023,Queensbridge Resident Association Meeting,"Jacob Riis Settlement - 10-25 41st Street, Long Island City",40.7555691,-73.9445649
1393,10/11/2023,Ravenswood Houses Resident Association,"Ravenswood Community Center 35-40 21 Street, Long Island City",40.760657,-73.9363567
1394,10/11/2023,Community Board 6 Meeting,Queens Borough Hall Room 213,40.7137004,-73.8281571
1395,10/11/2023,Community Board 5 Monthly Meeting,"6802 Metropolitan Ave., Middle Village",40.71079,-73.8883534
1396,10/12/2023,110th Community Precicnt Council Meeting,"VFW in Corona, 511 108th St. Corona NY",40.7437945,-73.8551959
1397,10/12/2023,Ozone Park Block Association Monthly Meeting,Majestic Marquis 88-03 101st Avenue Ozone Park NY,40.6828251,-73.851913
1398,10/17/2023,Community Board 1 Meeting,Astoria World Manor,40.7709,-73.9223
1399,10/18/2023,Astoria Houses Resident Association,4-05 Astoria Boulevard,40.7732656,-73.9337288
1400,10/18/2023,CB12,Hybrid Meeting Robert Ross Johnson Family Life Center,40.6922353,-73.7779984
1401,10/18/2023,QJCC Gala Dinner,"Da Mikele Illagio, 7917 Albion Ave.",40.7392308,-73.8851779
1403,10/20/2023,Durga Puja 2023,Diversity Plaza in Jackson Heights,40.7473249,-73.8918039
1404,10/21/2023,American Legion Legislative Breakfast,Knights of Columbus 330 Beach 90th Street in Rockaway Beach,40.5886964,-73.8153226
1405,10/24/2023,104th Precinct Community Council Meeting,"Martin Luther High School, Maspeth",40.7228813,-73.9060731
1406,10/24/2023,114th Community Precinct Council Meeting,Astoria World Manor,40.7709,-73.9223
1407,10/25/2023,PSA 9 Precinct Community Council Meeting,"Pomonok Community Center - 67-09 Kissena Bld, Pomonok NY",40.7351206,-73.8141851
1408,10/26/2023,Pomonok Houses Resident Association Meeting,Pomonok Community Center 67-09 Kissena Boulevard,40.7351206,-73.8141851
1409,10/27/2023,Baisley Park Houses Resident Association Meeting,"164-01 Foch Boulevard, Apt 1G",40.6850103,-73.7822359
1410,10/28/2023,Co-naming Olde Towne Burial Ground Lane,"46 Ave and 146 St., Flushing",40.7647238,-73.8306716
1411,10/28/2023,"Greater Queens Chapter of the Links, Inc. - Masquerade Ball","Terrace on the Park, Flushing Meadows, NY",40.7445402,-73.850749
1412,10/29/2023,Street co-naming for Marc Haken,204th Street and Francis Lewis Blvd,40.7234882,-73.7626123
1413,10/31/2023,The Sikh Cultural Center Visit,"9530 118th street, South Richmond Hill NY",40.6910728,-73.8280304
1414,11/1/2023,Locust Grove Civic Association Meeting,St. Anthony's Church 133-25 128 Street Ozone Park,40.6806669,-73.844659
1415,11/2/2023,Federated Blocks Of Laurelton,Evangle Temple 227-11 Merrick Blvd,40.6770051,-73.7426073
1416,11/6/2023,Community Board 11 Meeting,"20305 32 Ave, Bayside",40.7706146,-73.786298
1417,11/8/2023,Queensbridge Resident Association Meeting,"Jacob Riis Settlement - 10-25 41st Street, Long Island City",40.7555691,-73.9445649
1418,11/8/2023,Ravenswood Houses Resident Association,"Ravenswood Community Center 35-40 21 Street, Long Island City",40.760657,-73.9363567
1419,11/8/2023,Community Board 6 Meeting,Queens Borough Hall Room 213,40.7137004,-73.8281571
1420,11/8/2023,Community Board 5 Meeting,"6802 Metropolitan Ave, Middle Village",40.71079,-73.8883534
1421,11/9/2023,110th Community Precinct Council Meeting,"VFW in Corona, 511 108th St. Corona NY",40.7437945,-73.8551959
1422,11/9/2023,Ozone Park Block Association Monthly Meeting,Majestic Marquis 88-03 101st Avenue Ozone Park NY,40.6828251,-73.851913
1423,11/9/2023,111th Precinct Community Council Meeting,4506 215 St. Bayside,40.7602441,-73.7677809
1424,11/9/2023,Ozone Park Civic Association Monthly Meeting,Elmhurst Park,40.7298841,-73.8850913
1425,11/14/2023,Gateway JFK Turkey Giveaway,Rockaway Plaza 160-45 Rockaway Blvd,40.6636567,-73.7767016
1426,11/15/2023,Community Board 8 Monthly Meeting,Hillcrest Jewish Center 183-02 Union Turnpike in Fresh Meadows,40.7277029,-73.7851235
1427,11/15/2023,Community Board 12 General Meeting,Hybrid Meeting Robert Ross Johnson Family Life Center,40.6922353,-73.7779984
1428,11/15/2023,101 Precinct Council Meeting,Church of God Christian Academy 1332 Central Avenue in Far Rockaway,40.606866,-73.750181
1429,11/16/2023,PSA 9 Precinct Community Council Meeting,"Pomonok Community Center - 67-09 Kissena Bld, Pomonok NY",40.7351206,-73.8141851
1430,11/17/2023,TLC Community Event and Community Resource Fair,Helen Marshal Cultural Center at Borough Hall,40.7137536,-73.8281736
1431,11/21/2023,BP Trans Day of Remberance,Queens Borough Hall,40.7137004,-73.8281571
1432,11/21/2023,Community Board 1 Meeting,Astoria World Manor,40.7709,-73.9223
1433,11/21/2023,104th Precinct Community Council Meeting,"8405 78 Ave., Glendale",40.7016662,-73.8842219
1434,11/28/2023,114th Community Precinct Council Meeting,Astoria World Manor,40.7709,-73.9223
1435,11/29/2023,105th Pct Council meeting,105ht Pct Queens Village,40.7106242,-73.7338463
1436,12/2/2023,Howard Beach Christmas Tree Lighting,Welcome to Howard Beach Sign (Cross Bay Boulevard and 155 Avenue in Howard),40.6550444,-73.8389629
1437,12/2/2023,Federated Blocks Of Laurelton Tree Lighting,Merrick Blvd and Francis Lewis Median,40.6757531,-73.7395164
1438,12/3/2023,Queens Civic Congress Legislative Reception,"600 West Drive, Douglaston",40.7765718,-73.7523825
1439,12/4/2023,Community Board 11 Meeting,"20305 32 Ave., Bayside",40.7706146,-73.786298
1440,12/4/2023,Alley Pond Environmental Center Ribbon Cutting,"22910 Northern Blvd., Douglaston",40.7626994,-73.7531876
1441,12/6/2023,Lunar New Year Press Conference,"4048 Main Street, Flushing NY (Room 202)",40.7583109,-73.8297577
1442,12/7/2023,Federated Blocks Of Laurelton,Evangle Temple 227-11 Merrick Blvd,40.6770051,-73.7426073
1443,12/7/2023,Community Board 10 Meeting,Old Mill Yacht Club 163-15 Cross Bay Blvd. Howard Beach,40.651952,-73.8377963
1444,12/9/2023,Douglaston Winter Festival,"235 St. and 45 Ave., Douglaston",40.7640151,-73.7433727
1445,12/11/2023,Queens Borough President's Menorah Lighting,Queens Borough Hall Front Lawn,40.7137004,-73.8281571
1446,12/12/2023,Community Board 14 Meeting,Knight of Columbus 330 Beach 90 Street Rockaway Beach,40.5886964,-73.8153226
1447,12/12/2023,103rd pct council meeting,York College Faculilty lounge,40.7010415,-73.7961103
1448,12/13/2023,Chabad of Northeast Queens Menorah Lighting,"211-01 26 Ave, Bayside",40.7794457,-73.778853
1449,12/13/2023,Queensbridge Resident Association Meeting,"Jacob Riis Settlement - 10-25 41st Street, Long Island City",40.7555691,-73.9445649
1450,12/13/2023,Community Board 5 Meeting,"6802 Metropolitan Ave., Middle Village",40.71079,-73.8883534
1451,12/13/2023,Community Board 8 Monthly Meeting,Hillcrest Jewish Center 183-02 Union Turnpike in Fresh Meadows,40.7277029,-73.7851235
1452,12/13/2023,Community Board 6 Meeting,Queens Borough Hall Room 213,40.7137004,-73.8281571
1453,12/13/2023,106TH Precinct Community Council Meeting,115TH Precinct 103-53 101st St Ozone Park,40.6822092,-73.8397598
1454,12/14/2023,110th Community Precinct Council Meeting,"VFW in Corona, 511 108th St. Corona NY",40.7437945,-73.8551959
1455,12/17/2023,Jollyfest Toy Giveaway and Parade,"Flushing Main Street, Tangram Mall",40.7600622,-73.8337541
1456,12/19/2023,Community Board 1 Meeting,Astoria World Manor,40.7709,-73.9223
1457,12/19/2023,115th Precinct Community Council Meeting,"115th Precinct 92-15 Northern Blvd, Jackson Heights",40.7568763,-73.8754942
1458,12/20/2023,Astoria Houses Resident Association,4-05 Astoria Boulevard,40.7732656,-73.9337288
1459,12/20/2023,Forest Hills HS Winter Concert,Forest Hills HS,40.7297115,-73.8449259
1460,12/20/2023,112th Precinct Holiday Party,My kitchen- Metropolitan Ave Forest Hills NY,40.7099894,-73.8464849
1461,12/21/2023,Community Board 3 Meeting,"The Renaissance Charter School Auditorium - 35-59 81st Street, Jackson Heights, NY",40.7499835,-73.8851717
1462,12/26/2023,114th Community Precicnt Council Meeting,Astoria World Manor,40.7709,-73.9223
1463,12/21/2023,Gates Hotel (Shelter) Toy Distribution,"132-26 South Conduit Avenue, South",40.6657126,-73.8066623
1464,1/19/2022,101 Precinct Community Council Meeting,1332 Central Avenue in Far Rockaway,40.6069088,-73.750199
1465,2/2/2022,Our Neighbors of Ozone Park Civic Association Meeting,St Anthony of Padua Church 127-17 135th Ave South Ozone Park- OR- https://us02web.zoom.us/j/85248430601...,40.6693231,-73.811901
1466,2/6/2022,Candlelight vigil and prayer service for NYPD officers,Diversity Plaza in Jackson Heights,40.7473249,-73.8918039
1467,//15,A Night of Healing,York College,40.7010415,-73.7961103
1468,2/16/2022,101 Precinct Community Council Meeting,Church of God Catholic Academy 1332 Central Avenue in Far Rockaway,40.6069088,-73.750199
1469,2/16/2022,Northwest Bayside Civic Association Meeting,"OLBS Parish Center, 34 Ave and 203 St., Bayside",40.7602604,-73.7692026
1470,2/21/2022,Little Bangladesh Avenue  Street co-naming,Corner of 169th Street Hillside avenue and Homelawn street,40.7103733,-73.7939104
1471,3/3/2022,Vigil for Guiying Ma,79-01 Broadway Elmhurst Hospital,40.7450814,-73.8857797
1472,3/10/2022,Ridgewood Property Owners and Civic Association Meeting,"5914 70 Ave., Ridgewood",40.7010514,-73.8997818
1473,//10,South Jamaica Houses Redisdent Association,South Jamaica Houses,40.6804703,-73.7920918
1474,3/16/2022,Meeting with newly-appointed principal at Goldie Maple School,"Goldie Maple School  3-65 Beach 56 Street  Arverne, NY",40.593987,-73.786652
1475,3/16/2022,101 Precinct Community Council,1332 Central Avenue Far Rockaway,40.6069088,-73.750199
1476,3/20/2022,Inauguration of Lynn Schulman,Queens Museum,40.745914,-73.8467247
1477,3/23/2022,Northwest Bayside Civic Association Meeting,"OLBS Parish Center, 34 Ave and 203 St., Bayside",40.7602604,-73.7692026
1478,3/24/2022,East Elmhurst Corona Civic Association Black History Month,Terrace on the Park,40.7445402,-73.850749
1479,3/24/2022,QDA Women's History Month Event,Queens College,40.736746,-73.8203195
1480,3/30/2022,Rock Safe Streets Shooting Responses,25th Street and Grassmere Terrace in Far Rockaway,40.6021116,-73.7577178
1481,4/8/2022,The Sikh Center Visit to meet with Nirmal Singh  to help Laurie Woods,"95-30 118th  Street, South Richmond Hill",40.6910728,-73.8280304
1482,4/8/2022,Sarah Whiting Street Renaming Ceremony,Holley Avenue & Robinson Street,40.7518046,-73.8173043
1483,4/12/2022,103 Precinct Community Council Meeting,89-11 Merrick Boulevard,40.7077875,-73.7947137
1484,4/16/2022,Bangladeshi American Police Association - Ramadan celebration,"Joya Party Hall 63-108 Woodhaven Blvd
",40.7216848,-73.867248
1485,4/23/2022,Alpha Phi Alpha Food Distribution,Baisley Park Houses,40.6848044,-73.7822251
1486,4/26/2022,104 Precinct Community Council Meeting,"6116 68 Ave., Ridgewood",40.7053217,-73.8957016
1487,4/26/2022,Crime Victims Week Program,Helen Marshall Cultrual Center @ Borough Hall,40.7137536,-73.8281736
1488,4/27/2022,Northwest Bayside Civic Association,"OLBS Parish Center, 34 Ave and 203 St., Bayside",40.7602604,-73.7692026
1489,4/27/2022,108th Precinct Community Council Meeting,"New York City Irish Center 10-40 Jackson Avenue, Long Island City",40.7421548,-73.952945
1490,5/7/2022,106th Precinct Community Against Gun Violence Event,Calvary Assembly of God (Parking Lot) Rockaway Boulevard and 101st Street,40.6799856,-73.8376569
1491,5/11/2022,Community Board 8 Board meeting,Hillcrest Jewish Center 183-02 Union Turnpike (Auditorium),40.7277029,-73.7851235
1492,5/11/2022,109 Precinct Community Council Meeting,Bowne Church Fllushing,40.7647238,-73.8306716
1493,5/11/2022,Public Safety Town Hall Meeting hosted by AM Nily Rozic and CM Linda Lee,P.S 26Q Fresh Meadows,40.7367164,-73.7780691
1494,5/11/2022,Coffee with a Cop PBSQS,"61-51 188th Street, Fresh Meadows, NY",40.7394319,-73.7854531
1495,5/14/2022,Spring Family Day,Kissena Corridor Park,40.7472926,-73.8205452
1496,5/15/2022,SEQ Spring Family Field Day,Roy Wilkins Park Rec Center Park Baisley Blvd & 177th St.,40.687513,-73.7722061
1497,5/17/2022,104 Precinct Community Council Meeting,8317 78 Ave Glendale,40.7016662,-73.8842219
1498,5/18/2022,India Home Senior Center / Fraud & Scam presentation,"45-52 Kissena Blvd, flushing NY-11355",40.7508515,-73.8197867
1499,5/18/2022,101st Precinct Community Council,1332 Central Avenue Far Rockaway,40.6069088,-73.750199
1500,5/25/2022,Queens Borough President's Memorial Day Observance Ceremony,Veterans Garden in front of Queens Borough Hall,40.7137004,-73.8281571
1501,5/30/2022,Whitestone Memorial Day Parade,"Whitestone Memorial Field, 149th Street and 15th Drive",40.7857718,-73.816369
1502,6/1/2022,108th Precinct Community Council Monthly  Meeting,New York Irish Center,40.7420844,-73.9529986
1503,6/2/2022,Gun Violence Awareness Day Divison Photo,Helen Marshal Cultural Center,40.7137536,-73.8281736
1504,6/4/2022,Hope Day Resource Fair in Ozone Park,101-13 Rockaway Boulevard in Ozone Park,40.6802327,-73.8386901
1505,6/4/2022,East Elmhurst Corona Civic Association Resource Day,PS 127 Helen Marshall Playground 100th Street and 25th Avenue,40.7657488,-73.8707687
1506,6/5/2022,Bayside Village BID Food and Music Fest,42-10 Bell Blvd,40.7623634,-73.7706823
1507,6/5/2022,Queens Pride Parade,"37 Ave and 89 St., Jackson Heights",40.7504405,-73.8778081
1508,6/8/2022,8th Annual Line of Duty Memorial Service,"Immaculate Conception Church 86-45 Edgerton, NY",40.7142736,-73.7853629
1509,6/9/2022,110 Precinct Community Council Meeting,"51-11 108th Street, Corona, NY",40.7436531,-73.8548448
1510,6/11/2022,Forest Hills Flag Day Ceremony,Flagpole Green Greenway Terrace and Greenway Circle,40.7172475,-73.8439819
1511,6/13/2022,Juneteenth Kick-Off/Press Conference,Queens Borough Hall - Helen Marshal Center,40.7137004,-73.8281571
1512,6/15/2022,101st Precinct Community Council,1332 Central Avenue Far Rockaway,40.6069088,-73.750199
1513,6/16/2022,Community Board 3 General Meeting,Northern Playground- Between 92nd & 93rd Street Jackson Heights,40.7561652,-73.8746275
1514,6/17/2022,"Our Boys, Our Men, Our Fathers Junteenth Event",365 Beach 57 Street Far Rockaway,40.5944566,-73.7876799
1515,6/17/2022,Community Food Distribution,"89-50 Woodhaven Blvd, Woodhaven, NY 1421",40.6898542,-73.850463
1516,6/18/2022,112th Precinct Gun Violence Awareness Family Event,Russel Sage Playground 6817 Austin Street,40.7237213,-73.8514511
1517,6/19/2022,Assembly Member Alicia Hyndman's Juneteenth in Queens (JIQ) Celebration,Roy Wilkins Park Merrick Blvd Entrance,40.687513,-73.7722061
1518,6/21/2022,115th Precinct Community Council meeting,"115TH Precinct 92-15 Northern Blvd.,Jackson Heights",40.7568763,-73.8754942
1519,6/22/2022,Hate Crime Presentation at India Home,"45-52 Kissena Blvd, flushing NY-11355",40.7508515,-73.8197867
1520,6/24/2022,"4 The Kid, 4 Their Future Youth against Gun Violence",Rufus King Park,40.7036801,-73.8039529
1521,6/25/2022,Community Against Gun Violence Event (2),127th Street and Rockaway Boulevard South Ozone Park,40.6752041,-73.8107749
1522,6/25/2022,Rock Safe Streets Peacefest,Beach 54 Street Far Rockaway,40.5946528,-73.7844994
1523,6/25/2022,Detective Keith Williams Day - NYPD,Detctive Keith Williams Park - Liberty Ave and 173rd Street,40.7028871,-73.7844531
1524,6/28/2022,Howard Beach Lindenwood Civic Association Meeting,St. Helen Catholic Academy 83-09 157 Avenue Howard Beach,40.6615023,-73.84953
1525,6/30/2022,Juniper Park Civic Association Meeting,"Our Lady of Hope, 6121 71 St",40.7206451,-73.8864188
1526,6/30/2022,Queens Defenders Healthy Relationships BBQ,Boardwalk at Beach 17 Street in Far Rockaway,40.5962911,-73.7512413
1527,6/30/2022,Senator Sanders Gun Violence Community Conversation,Macedonia Baptist Church 330 Beach 67 Street in Far Rockaway,40.591996,-73.795678
1528,7/1/2022,Queens Community Justice Center - Spirit of Queens Festival,Roy Wilkins Park,40.687513,-73.7722061
1529,7/7/2022,Rockaway Beach Civic Association Meeting,Knights of Columbus 333 Beach 90 Street in Rockaway Beach,40.5886964,-73.8153226
1530,7/13/2022,Queensbridge Senior Center Elder Abuse Presentation,"10-25 41st Avenue, Long Island City New York",40.7555154,-73.9445939
1531,7/14/2022,Camping In The Park,Baisley Pond Park,40.6737751,-73.786025
1532,7/16/2022,Black Spectrum Theatre 20th Anniversary Jazz & R&B Festival,St. Albans Park 169 Street and Merrick Blvd,40.6928222,-73.7791627
1533,7/20/2022,32nd Annual Harmony Picnic,Baisley Pond Park - 150th Street & Linden Boulevard,40.6737751,-73.786025
1534,7/20/2022,101 Precinct Council Meeting,1332 Central Avenue Far Rockaway,40.6069088,-73.750199
1535,//20,"Meet & Greet with DI Coleman, CO, 104th Precinct","6402 Catalpa Ave., Ridgewood",40.7042677,-73.8936484
1536,7/22/2022,Senior Block Party BBQ,"220 street between 116th avenue, Linden Blvd, Cambria Heights",40.6927934,-73.7326503
1537,7/23/2022,Egyptian Heritage Day,Athens Park Astoria 30th Avenue 30th Street,40.7643574,-73.9234619
1538,7/23/2022,Queens Royal Priesthood Safe Summer,Beach 32 Street Boardwalk Far Rockaway,40.5980231,-73.7654683
1539,7/28/2022,Camping Event in Far Rockaway,Bayswater Park Beach 32 Street in Far Rockaway,40.599056,-73.7691138
1540,7/30/2022,HK Dragon Boat Festival,Flushing Meadows Corona Park VIP Tent,40.7400625,-73.8406875
1541,8/2/2022,NNO 100,Beach 94th Street and Rockaway Bch Blvd.,40.5859824,-73.8165664
1542,8/2/2022,NNO 102,Victory Field Woodhaven Blvd and Myrtle Ave,40.7017557,-73.854018
1543,8/2/2022,NNO 103,Rufus King Park,40.7036801,-73.8039529
1544,8/2/2022,NNO 104,Juniper Valley Park,40.7204799,-73.8796677
1545,8/2/2022,NNO 105,Cabell Park 121st. Ave ad Francis Lewis Blvd.,40.6891373,-73.7428871
1546,8/2/2022,NNO 106,Addabbo Playground,40.6732907,-73.8542329
1547,8/2/2022,NNO 107,Electhester Shopping Center,40.7313193,-73.8099091
1548,8/2/2022,NNO 109,PS 20 Barclay Ave and Union St.,40.7583819,-73.8243949
1549,8/2/2022,NNO 110,Flushing Meadow Corona Park,40.7400625,-73.8406875
1550,8/2/2022,NNO 111,"Douglaston Shopping Center 
242-02 61st Ave.",40.7550356,-73.7377916
1551,8/2/2022,NNO 112,"MacDonald Park
Queens Blvd. & Yellowstone Blvd.",40.7221935,-73.8467117
1552,8/2/2022,NNO 113,"North Rochdale Playground
Baisley Blvd. & Bedell St.
Jamaica, NY (Next to 113 Precinct)",40.6800091,-73.774982
1553,8/2/2022,NNO 114,"Astoria Park
Shore Blvd. btwn. Ditmars Blvd. & Astoria Park South on the Great Lawn",40.7785364,-73.9228336
1554,8/2/2022,NNO 115,"Northern Park 
Northern Blvd. btwn. 93rd & 94th St.
Jackson Heights, NY",40.75669,-73.8742047
1555,8/2/2022,NNO PSA 9,Queensbridge Houses  41st. btwn. 10th & 12th,40.7556711,-73.9456723
1556,8/4/2022,Queens Royal Priest Hood Shooting Response,Beach 38th Street and Beach Channel Drive Far Rockaway,40.5960078,-73.7706287
1557,8/11/2022,YCO Street Meet Queens South,Montbellier Park 138th Rd. & Springfield Blvd.,40.6751032,-73.7564997
1558,8/12/2022,Stop Asian Hate,Bowne Play Ground in Flushing,40.75827,-73.8248543
1559,8/13/2022,Bill McCreary Street Co-Naming,219th Street in Cambria Heights,40.6938488,-73.7418297
1560,8/16/2022,Governor Hochul Celebrate Indian Independence Day,"Queens Museum, Flushing Meadows Corona Park",40.745914,-73.8467247
1561,8/18/2022,Supply Drop-Off - Back 2 School Event - Community Board 12,"145-01 116th Avenue, Jamaica NY",40.6815908,-73.797069
1562,8/20/2022,United Community Peace March,111th Avenue and Sutphin Boulevard,40.6886652,-73.7956205
1563,8/24/2022,DA Video Interview at Vietnam Veterans Memorial in Elmhurst Park,Elmhurst Park 79 Street and Grand Avenue,40.7298841,-73.8850913
1564,8/26/2022,Swag Drop-off at Ridgewood Salvation Army For Backpack Giveaway,69-23 Cypress Street in Ridgewood,40.7043986,-73.9018292
1565,8/26/2022,AM Aubry Renaming of IS 419 as Tommie Agee School,111-12 Astoria Blvd,40.75949,-73.858711
1566,8/27/2022,St. Albans Renaming Ceremony to Archie Spigner Park,"169th St, Merrick Blvd, Marne Pl, Sayres Ave, 111th Rd",40.7103733,-73.7939104
1567,8/27/2022,Rockaway Development & RevitalizationCorp. Queens Carnival Parade,"Beach 21st St & Mott Ave. Far Rockaway, NY",40.6045609,-73.7535227
1568,9/8/2022,New Terminal One Groundbreaking at JFK,JFK Airport,40.6446245,-73.7797035
1569,9/10/2022,PBQS Annual Prayer for the NYPD 9/11 2001 Class,Beach 97th Street and Shore Front Parkway,40.5832731,-73.8177537
1570,9/10/2022,Old School Jam,Ajax Park 115th Ave. & Van Wyck Expwy,40.6813605,-73.8043376
1571,9/11/2022,Bayside Hills Civic Association 9/11 Ceremony,North side corner of Horace Harding Expressway and Bell Blvd.,40.7477971,-73.7615115
1572,9/12/2022,United Community Civic Association 9/11 Tribute,McManus Memorial Park 81st Street and Ditmars Blvd. East Elmhurst,40.7689903,-73.8886266
1573,9/13/2022,103 PCT Council Meeting,Queens Library 89-11 Merrick Blvd,40.7077875,-73.7947137
1574,9/13/2022,Community Board 14 Meeting,Knights of Columbus 333 Beach 90 Street Rockaway Beach,40.5886964,-73.8153226
1575,9/14/2022,CB 8 Community Board Meeting,Hillcrest Jewish Center located at 183-02 Union Turnpike in Fresh Meadows,40.7277029,-73.7851235
1576,9/15/2022,Constitution & Cocktails,"King Manor Museum - Rufus King Park, Jamaica and 153rd Street",40.7036801,-73.8039529
1577,9/18/2022,Dry Harbor Playground 9/11 Prayer and Remembrance,Dry Harbor Playground Myrtle Ave & 80th Street Glendale,40.7028337,-73.8677597
1578,9/18/2022,Latin Carnival,"Junction Blvd -Enter on Roosevelt Ave & 37th Avenue, Corona NY",40.749203,-73.8693365
1579,9/21/2022,Northwest Bayside Civic Association Meeting,"OLBS Parish Center, 34 Ave and 203 St., Bayside",40.7602604,-73.7692026
1580,9/22/2022,Juniper Park Civic Association Meeting,"Our Lady of Hope, 6121 71 St",40.7206451,-73.8864188
1581,9/22/2022,Elmhaurst Hospital 190 Birthday Kick Off Celebration,"79-01 Broadway, Elmhaurst",40.7450814,-73.8857797
1582,9/23/2022,Open Air Concert & Resource Fair - Senior Month - Speaker Adrienne Adams,Roy Wilkins Park,40.687513,-73.7722061
1583,9/24/2022,Fall festival,Kissena Corridor Park,40.7472926,-73.8205452
1584,9/27/2022,114 Precinct Community Council Meeting,2522 Astoria Blvd,40.7710127,-73.9221338
1585,9/27/2022,Howard Beach Lindenwood Civic Assocoation,St. Helen Catholic Academy 83-09 157 Avenue in Howard Beach,40.6615023,-73.84953
1586,9/29/2022,Senator John Liu's Senior Appreciation Pizza Party,"212-00 23 Ave., Bayside",40.7806081,-73.778536
1587,10/2/2022,Street Renaming for Rita Persuad,103rd Avenue and 92nd Street in Ozone Park,40.6815872,-73.8475788
1588,10/3/2022,Community Board 11 General Meeting,"20305 32 Ave., Bayside",40.7706146,-73.786298
1589,10/4/2022,111 Precinct Community Council Meeting,"4506 215 St., Bayside",40.7602441,-73.7677809
1590,2022//6,TLC in Your Borough,"31-00 47th Avenue, Long Island City",40.74223,-73.9354616
1591,10/7/2022,KAFSC's 25th Annual Silent March Agaisnt Domestic Violence,109 Precinct,40.762361,-73.8270199
1592,10/8/2022,Queens Royal Priesthood Annual 5K,O'Donohue Park Beach 17th Street and Seagirt Avenue in Far Rockaway,40.59453,-73.7496766
1593,10/11/2022,Community Board 4 Meeting,"51-11 108th street, Corona, NY",40.7436531,-73.8548448
1594,10/11/2022,103rd Precinct Council Meeting,Queens Library 89-11 Merrick Blvd,40.7077875,-73.7947137
1595,10/11/2022,Community Board 14 Meeting,Knights of Columbus 333 Beach 90 Street Rockaway Beach,40.5886964,-73.8153226
1596,10/14/2022,Senior Appreciation Morning at the Movies: “The Woman King”,Jamaica Cinema Multiplex,40.7032317,-73.7997408
1597,10/16/2022,Pastor Grey 30TH Anniversary Service,Macedonia Baptist Church 330 Beach 67 Street6 Arverne,40.591996,-73.795678
1598,10/18/2022,Community Board 1 General Meeting,"Astoria  World Manor, 2522 Astoria Blvd., Astoria",40.7709,-73.9223
1599,10/19/2022,104 Precinct Community Council Meeting,6605 79 Place Middle Village,40.7157647,-73.8724584
1600,10/19/2022,101 Precinct Commuity Council Meeting,Church of God Assembly - 1332 Central Avenue in Far Rockaway,40.6069088,-73.750199
1601,10/20/2022,Commonpoint Queens Sam Field Senior Center Visit,"5820 Little Neck Parkway, Little Neck",40.7608369,-73.7232837
1602,10/20/2022,Communuty Board 3 Meeting,PS 69 77-02 37th Avenue Jackson Heights,40.7489014,-73.8885269
1603,10/22/2022,Patrol Borough Queens North 5K,Flushing Meadows Corona Park (Skate Park),40.7400625,-73.8406875
1604,10/24/2022,KCS-Senior Center,"42-15 166th Street, Flushing",40.7590357,-73.8001366
1605,10/25/2022,Howard Beach Lindenwood Civic Association Meeting,St. Helen Catholic Academy 83-09 157th Avenue Howard Beach,40.6615023,-73.84953
